CLAVE ENTIDAD,ENTIDAD,CLAVE MUNICIPIO,MUNICIPIO,PRODUCTO_ID,CULTIVO,SUPERFICE COSECHADA (ha),VOLUMEN DE LA PRODUCCIÓN (ton),VALOR DE LA PRODUCCIÓN (pesos),VALOR PROD. / SUP. COSECHADA
7,Chiapas,72,Pueblo Nuevo Solistahuacán,57100,Café cereza,2230,4449,17604995,7895
8,Chihuahua,26,Gran Morelos,74700,Maíz forrajero en verde,636,4452,2537640,3990
16,Michoacán,15,Coalcomán de Vázquez Pallares,89700,Tomate rojo (jitomate),145,4461,23332322,160913
8,Chihuahua,5,Ascensión,61100,Chile seco,1245,4464,143184000,115007
12,Guerrero,49,Pilcaya,74900,Maíz grano,1583,4465,18803628,11878
16,Michoacán,105,Vista Hermosa,59400,Cebolla,157,4472,11231406,71538
15,México,100,Tezoyuca,51700,Alfalfa verde,58,4477,1173403,20231
14,Jalisco,28,Cuautla,74700,Maíz forrajero en verde,224,4480,3584000,16000
7,Chiapas,16,Catazajá,80300,Palma africana o de aceite,678,4480,6496377,9585
11,Guanajuato,31,San Francisco del Rincón,59200,Cebada grano,816,4488,15850808,19425
15,México,102,Timilpan,74700,Maíz forrajero en verde,102,4488,3208920,31460
12,Guerrero,52,San Luis Acatlán,57100,Café cereza,4081,4489,22738760,5572
17,Morelos,20,Tepoztlán,74900,Maíz grano,1795,4491,16303061,9081
15,México,5,Almoloya de Juárez,86600,Rye grass en verde,149,4492,2652678,17863
16,Michoacán,11,Briseñas,88100,Sorgo grano,1069,4492,15296799,14309
11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,59000,Cebada forrajera en verde,248,4498,1617561,6522
5,Coahuila,23,Ocampo,87900,Sorgo forrajero en verde,191,4499,2511624,13150
15,México,63,Ocuilan,92700,Zanahoria,220,4499,22961456,104370
8,Chihuahua,50,Nuevo Casas Grandes,74700,Maíz forrajero en verde,100,4500,1260000,12600
11,Guanajuato,22,Ocampo,81900,Pastos y praderas en verde,450,4500,1710000,3800
13,Hidalgo,72,Tlanalapa,54900,Avena forrajera en verde,300,4500,2641500,8805
16,Michoacán,50,Maravatío,89800,Tomate verde,282,4501,17659900,62735
7,Chiapas,98,Totolapa,74900,Maíz grano,3506,4502,14294664,4077
7,Chiapas,22,Chalchihuitán,57100,Café cereza,1786,4503,21142228,11838
14,Jalisco,121,Zapotiltic,68100,Frambuesa,240,4505,93359971,388595
14,Jalisco,41,Huejúcar,74700,Maíz forrajero en verde,410,4510,3157000,7700
17,Morelos,15,Miacatlán,74900,Maíz grano,2052,4515,16923982,8248
3,Baja California Sur,8,Los Cabos,89700,Tomate rojo (jitomate),236,4516,33638290,142535
10,Durango,7,Gómez Palacio,90900,Triticale forrajero en verde,115,4520,2680360,23307
10,Durango,12,Lerdo,90400,Trigo forrajero verde,105,4520,1808100,17220
14,Jalisco,50,Jocotepec,57400,Calabacita,187,4524,12127483,64853
5,Coahuila,12,Guerrero,54900,Avena forrajera en verde,180,4525,2692494,14958
7,Chiapas,69,Pijijiapan,87900,Sorgo forrajero en verde,237,4541,1551682,6561
6,Colima,1,Armería,87100,Sandía,142,4544,19610904,138105
2,Baja California,1,Ensenada,92700,Zanahoria,235,4551,23545598,100408
14,Jalisco,1,Acatic,60600,Chía,8800,4555,236229347,26844
16,Michoacán,85,Tangancícuaro,65400,Ebo (janamargo o veza),240,4558,3754259,15643
5,Coahuila,16,Lamadrid,51700,Alfalfa verde,113,4565,3318900,29371
7,Chiapas,65,Palenque,87100,Sandía,251,4572,14629216,58400
14,Jalisco,85,Tamazula de Gordiano,66100,Elote,216,4576,7321600,33896
16,Michoacán,36,Huandacareo,74900,Maíz grano,1285,4576,15458400,12030
11,Guanajuato,25,Purísima del Rincón,56700,Brócoli,327,4578,19423300,59398
14,Jalisco,43,La Huerta,73900,Limón,276,4582,18965074,68714
11,Guanajuato,27,Salamanca,89700,Tomate rojo (jitomate),46,4590,20674056,449436
15,México,29,Chicoloapan,74700,Maíz forrajero en verde,111,4590,1642410,14796
8,Chihuahua,13,Casas Grandes,75800,Manzana,325,4594,35851287,110278
11,Guanajuato,17,Irapuato,73300,Lechuga,249,4595,17117934,68747
11,Guanajuato,33,San Luis de La Paz,59400,Cebolla,152,4599,24045958,158197
3,Baja California Sur,3,La Paz,92200,Zacate,356,4600,4066113,11422
14,Jalisco,96,Tizapán El Alto,57400,Calabacita,183,4603,11183310,61111
17,Morelos,26,Tlayacapan,82100,Pepino,245,4618,17911943,73170
16,Michoacán,108,Zamora,63300,Coliflor,150,4620,18195001,121300
16,Michoacán,100,Tzintzuntzan,74900,Maíz grano,1555,4622,13941298,8965
16,Michoacán,72,Queréndaro,54900,Avena forrajera en verde,452,4623,3797190,8401
2,Baja California,2,Mexicali,89800,Tomate verde,229,4625,19449724,84933
15,México,2,Acolman,54900,Avena forrajera en verde,383,4625,1312993,3428
15,México,53,Melchor Ocampo,74700,Maíz forrajero en verde,63,4631,1945125,31122
14,Jalisco,30,Chapala,59400,Cebolla,128,4634,21472325,167753
15,México,47,Jiquipilco,69900,Gladiola (gruesa),8,4640,1020011,127501
16,Michoacán,59,Nuevo Urecho,70600,Guayaba,467,4647,18282430,39149
9,Distrito Federal,9,Milpa Alta,81000,Papa,235,4648,39107504,166415
5,Coahuila,30,Saltillo,74900,Maíz grano,7630,4648,13943670,1827
7,Chiapas,40,Huixtla,57100,Café cereza,4076,4648,18632702,4572
16,Michoacán,30,Ecuandureo,59400,Cebolla,130,4660,17009509,130842
7,Chiapas,92,Tecpatán,74900,Maíz grano,3467,4670,16492699,4758
12,Guerrero,39,Juan R. Escudero,75600,Mango,370,4671,11434772,30905
16,Michoacán,76,Sahuayo,59400,Cebolla,138,4672,10836400,78525
15,México,92,Teotihuacán,51700,Alfalfa verde,60,4674,1226925,20449
8,Chihuahua,9,Bocoyna,74900,Maíz grano,5226,4679,14504528,2775
8,Chihuahua,56,Rosario,74700,Maíz forrajero en verde,180,4680,2340000,13000
10,Durango,28,San Juan del Río,87900,Sorgo forrajero en verde,330,4680,3226946,9779
11,Guanajuato,11,Cortazar,56700,Brócoli,365,4683,22976332,62949
11,Guanajuato,37,Silao de La Victoria,61200,Chile verde,282,4692,44646450,158321
8,Chihuahua,44,Matamoros,51600,Alfalfa achicalada,348,4698,10518305,30225
11,Guanajuato,36,Santiago Maravatío,56700,Brócoli,354,4706,24686115,69735
11,Guanajuato,16,Huanímaro,56700,Brócoli,362,4706,22417208,61926
6,Colima,2,Colima,87900,Sorgo forrajero en verde,183,4715,1525600,8337
15,México,72,Rayón,52400,Alhelí (manojo),3,4718,84928,27396
13,Hidalgo,70,Tlahuelilpan,81900,Pastos y praderas en verde,59,4721,1418337,24040
7,Chiapas,100,Tumbalá,57100,Café cereza,3478,4722,19125315,5499
8,Chihuahua,28,Guadalupe,87900,Sorgo forrajero en verde,163,4724,2551149,15633
14,Jalisco,23,Zapotlán el Grande,66100,Elote,250,4725,28255500,113022
11,Guanajuato,2,Acámbaro,89700,Tomate rojo (jitomate),30,4727,21853090,728436
13,Hidalgo,50,Progreso de Obregón,81900,Pastos y praderas en verde,42,4727,1383935,32951
17,Morelos,4,Ayala,57400,Calabacita,311,4732,19229906,61832
8,Chihuahua,39,López,61200,Chile verde,182,4732,20129218,110600
11,Guanajuato,30,San Felipe,89700,Tomate rojo (jitomate),25,4733,20041450,801658
12,Guerrero,28,Chilapa de Álvarez,87600,Solidago (manojo),1,4736,57779,115558
16,Michoacán,6,Apatzingán,83900,Plátano,177,4738,8764841,49519
13,Hidalgo,31,Jacala de Ledezma,74900,Maíz grano,2705,4741,16598025,6136
15,México,97,Texcaltitlán,55100,Avena grano,2665,4744,15572334,5843
16,Michoacán,18,Copándaro,89700,Tomate rojo (jitomate),103,4744,20850400,202431
17,Morelos,20,Tepoztlán,79200,Nopalitos,48,4747,7009098,146023
13,Hidalgo,3,Actopan,91200,Tuna,485,4750,20268220,41790
6,Colima,2,Colima,76700,Melón,95,4750,19249993,202632
7,Chiapas,115,Maravilla Tenejapa,83900,Plátano,250,4750,10640000,42560
14,Jalisco,68,Villa Purificación,74700,Maíz forrajero en verde,206,4754,1037573,5037
16,Michoacán,111,Ziracuaretiro,79200,Nopalitos,198,4755,11111299,56118
8,Chihuahua,23,Galeana,61100,Chile seco,1963,4756,210526893,107234
15,México,7,Amanalco,81000,Papa,154,4759,21413250,139500
12,Guerrero,61,Tixtla de Guerrero,74900,Maíz grano,2833,4766,21886238,7725
16,Michoacán,95,Tocumbo,74900,Maíz grano,1289,4769,16177227,12550
11,Guanajuato,37,Silao de La Victoria,72400,Jícama,160,4770,11039805,68999
12,Guerrero,35,Iguala de La Independencia,81900,Pastos y praderas en verde,265,4770,4626900,17460
16,Michoacán,88,Tarímbaro,88100,Sorgo grano,870,4770,16890307,19414
14,Jalisco,121,Zapotiltic,50500,Agave,62,4774,19812100,319550
8,Chihuahua,48,Namiquipa,81100,Semilla de papa,149,4780,42804200,287277
15,México,93,Tepetlaoxtoc,74700,Maíz forrajero en verde,111,4782,1804747,16259
7,Chiapas,61,Ocozocoautla de Espinosa,57100,Café cereza,2899,4783,21963247,7576
10,Durango,7,Gómez Palacio,87100,Sandía,132,4784,10022480,76217
8,Chihuahua,51,Ocampo,54900,Avena forrajera en verde,518,4785,1925175,3717
13,Hidalgo,73,Tlanchinol,74900,Maíz grano,4258,4802,22603026,5308
15,México,50,Juchitepec,74700,Maíz forrajero en verde,150,4805,1917195,12781
15,México,14,Atlacomulco,86600,Rye grass en verde,129,4814,2310480,17911
16,Michoacán,48,Lagunillas,74900,Maíz grano,1720,4816,13872632,8065
14,Jalisco,4,Amacueca,81000,Papa,143,4824,23558995,165326
15,México,34,Ecatzingo,74900,Maíz grano,1448,4825,16287261,11248
14,Jalisco,79,Gómez Farías,54900,Avena forrajera en verde,276,4828,1761700,6383
10,Durango,2,Canelas,87900,Sorgo forrajero en verde,265,4829,3235095,12208
14,Jalisco,120,Zapopan,74700,Maíz forrajero en verde,200,4830,1787100,8936
16,Michoacán,69,La Piedad,50500,Agave,46,4830,15652195,340265
12,Guerrero,53,San Marcos,87100,Sandía,229,4835,13880246,60612
13,Hidalgo,56,Santiago Tulantepec de Lugo Guerrero,74900,Maíz grano,2463,4835,14505000,5889
16,Michoacán,8,Aquila,75600,Mango,408,4838,11822512,28977
7,Chiapas,17,Cintalapa,88100,Sorgo grano,2419,4838,13067438,5402
16,Michoacán,106,Yurécuaro,89800,Tomate verde,155,4840,19832000,127948
15,México,25,Chalco,54900,Avena forrajera en verde,272,4842,2800527,10296
12,Guerrero,24,Cualác,74900,Maíz grano,2065,4855,20391000,9875
16,Michoacán,37,Huaniqueo,88100,Sorgo grano,2380,4858,16517200,6940
7,Chiapas,2,Acala,62200,Ciruela,1068,4859,14189448,13286
16,Michoacán,61,Ocampo,54900,Avena forrajera en verde,288,4860,4507709,15679
5,Coahuila,34,Sierra Mojada,51700,Alfalfa verde,90,4860,2770200,30780
7,Chiapas,62,Ostuacán,83900,Plátano,200,4860,13851000,69255
8,Chihuahua,3,Allende,97000,Maralfalfa,54,4860,1749600,32400
7,Chiapas,49,Larráinzar,63100,Col (repollo),210,4862,10403610,49541
5,Coahuila,14,Jiménez,54900,Avena forrajera en verde,210,4866,2888646,13755
16,Michoacán,19,Cotija,81900,Pastos y praderas en verde,155,4867,2136418,13783
14,Jalisco,43,La Huerta,88800,Tamarindo,992,4873,25729135,25937
15,México,32,Donato Guerra,54700,Ave del paraíso (gruesa),8,4880,854000,106750
15,México,44,Jaltenco,74700,Maíz forrajero en verde,80,4880,1366400,17080
15,México,90,Tenango del Valle,92700,Zanahoria,193,4883,10498235,54395
13,Hidalgo,20,Eloxochitlán,81900,Pastos y praderas en verde,207,4885,1092086,5276
15,México,49,Joquicingo,81000,Papa,188,4888,24112406,128257
16,Michoacán,20,Cuitzeo,74900,Maíz grano,1730,4897,16659390,9630
16,Michoacán,11,Briseñas,51700,Alfalfa verde,69,4899,3474469,50355
3,Baja California Sur,1,Comondú,57400,Calabacita,127,4905,31563013,248528
10,Durango,4,Cuencamé,51700,Alfalfa verde,45,4905,2795850,62130
12,Guerrero,22,Coyuca de Catalán,88100,Sorgo grano,2064,4907,14377541,6966
13,Hidalgo,76,Tula de Allende,81900,Pastos y praderas en verde,42,4910,1460273,34768
14,Jalisco,3,Ahualulco de Mercado,58300,Semilla de caña de azúcar,47,4912,2214644,47120
14,Jalisco,7,San Juanito de Escobedo,81900,Pastos y praderas en verde,148,4914,1490639,10072
14,Jalisco,18,La Barca,50500,Agave,50,4920,23489212,469784
16,Michoacán,77,San Lucas,87900,Sorgo forrajero en verde,240,4920,4029136,16788
7,Chiapas,107,Villa Corzo,57100,Café cereza,3398,4933,26633023,7838
11,Guanajuato,25,Purísima del Rincón,66100,Elote,210,4935,11103750,52875
10,Durango,1,Canatlán,74900,Maíz grano,8975,4936,15897242,1771
14,Jalisco,16,Ayotlán,51700,Alfalfa verde,50,4938,1961619,39232
15,México,40,Ixtapan de La Sal,74900,Maíz grano,1040,4938,13390170,12875
11,Guanajuato,21,Moroleón,74900,Maíz grano,1345,4945,17305750,12867
12,Guerrero,4,Alcozauca de Guerrero,74900,Maíz grano,4295,4946,20741919,4829
11,Guanajuato,44,Villagrán,63300,Coliflor,275,4950,17100000,62182
14,Jalisco,71,San Cristóbal de La Barranca,74900,Maíz grano,1100,4950,16830000,15300
16,Michoacán,91,Tingüindín,74900,Maíz grano,1375,4950,16780995,12204
16,Michoacán,30,Ecuandureo,89700,Tomate rojo (jitomate),152,4952,21940002,144342
14,Jalisco,64,Ojuelos de Jalisco,81900,Pastos y praderas en verde,310,4960,1884403,6079
10,Durango,21,Peñón Blanco,68400,Frijol,14255,4961,44023150,3088
7,Chiapas,76,Sabanilla,57100,Café cereza,4104,4961,21232224,5174
8,Chihuahua,23,Galeana,81900,Pastos y praderas en verde,158,4977,3100870,19626
16,Michoacán,30,Ecuandureo,89800,Tomate verde,195,4980,27179984,139385
16,Michoacán,105,Vista Hermosa,61200,Chile verde,137,4981,46375500,338507
11,Guanajuato,32,San José Iturbide,74900,Maíz grano,4580,4982,17625662,3848
14,Jalisco,72,San Diego de Alejandría,74900,Maíz grano,1484,4991,15283498,10302
16,Michoacán,32,Erongarícuaro,74900,Maíz grano,2000,5000,15314150,7657
17,Morelos,11,Jiutepec,86100,Rosa (gruesa),5,5000,625000,125000
8,Chihuahua,2,Aldama,74700,Maíz forrajero en verde,143,5004,3152249,22044
8,Chihuahua,38,Julimes,90500,Trigo grano,948,5005,16109454,16993
16,Michoacán,89,Tepalcatepec,58300,Semilla de caña de azúcar,44,5007,3504732,79653
7,Chiapas,40,Huixtla,80300,Palma africana o de aceite,300,5010,6788550,22629
14,Jalisco,64,Ojuelos de Jalisco,51700,Alfalfa verde,55,5019,2033547,36974
6,Colima,8,Minatitlán,74900,Maíz grano,1410,5023,17473711,12393
14,Jalisco,29,Cuquío,89800,Tomate verde,525,5024,16065856,30602
8,Chihuahua,62,Saucillo,54900,Avena forrajera en verde,148,5025,1733501,11733
3,Baja California Sur,8,Los Cabos,75600,Mango,723,5025,20448242,28282
15,México,49,Joquicingo,54900,Avena forrajera en verde,148,5032,2767600,18700
14,Jalisco,95,Teuchitlán,58300,Semilla de caña de azúcar,54,5033,2235217,41393
14,Jalisco,16,Ayotlán,88100,Sorgo grano,650,5038,18003773,27698
12,Guerrero,76,Acatepec,74900,Maíz grano,3886,5039,21975570,5655
11,Guanajuato,17,Irapuato,56700,Brócoli,379,5040,24826954,65506
7,Chiapas,58,Nicolás Ruíz,74900,Maíz grano,2000,5040,18302306,9151
8,Chihuahua,54,Riva Palacio,55100,Avena grano,4200,5040,19152000,4560
10,Durango,8,Guadalupe Victoria,86600,Rye grass en verde,180,5040,2419200,13440
13,Hidalgo,9,El Arenal,79200,Nopalitos,46,5042,18672626,405927
5,Coahuila,22,Nava,88100,Sorgo grano,1450,5046,16321186,11256
11,Guanajuato,17,Irapuato,66500,Espárrago,512,5048,67517140,131869
7,Chiapas,35,Frontera Hidalgo,83900,Plátano,240,5068,5997838,24991
11,Guanajuato,22,Ocampo,90500,Trigo grano,4610,5071,17749768,3850
12,Guerrero,61,Tixtla de Guerrero,64500,Crisantemo (gruesa),3,5072,806448,322579
11,Guanajuato,17,Irapuato,50500,Agave,54,5076,8121600,150400
15,México,97,Texcaltitlán,81900,Pastos y praderas en verde,335,5078,2337565,6978
7,Chiapas,114,Benemérito de Las Américas,80300,Palma africana o de aceite,4380,5081,6198576,1415
16,Michoacán,45,Jiquilpan,81900,Pastos y praderas en verde,84,5082,4793444,57065
8,Chihuahua,36,Jiménez,90900,Triticale forrajero en verde,113,5084,1779404,15747
10,Durango,4,Cuencamé,74900,Maíz grano,3291,5087,18440588,5603
16,Michoacán,82,Tacámbaro,74900,Maíz grano,2215,5095,16218748,7322
16,Michoacán,35,La Huacana,87100,Sandía,185,5095,29776994,160957
16,Michoacán,13,Carácuaro,74900,Maíz grano,2501,5097,15291000,6114
14,Jalisco,33,Degollado,50500,Agave,60,5100,24690018,411500
14,Jalisco,64,Ojuelos de Jalisco,74900,Maíz grano,1195,5100,14732880,12329
3,Baja California Sur,1,Comondú,88100,Sorgo grano,885,5101,14282716,16139
8,Chihuahua,35,Janos,88100,Sorgo grano,850,5109,14814650,17429
11,Guanajuato,31,San Francisco del Rincón,90500,Trigo grano,1137,5117,17907750,15750
13,Hidalgo,27,Huehuetla,57100,Café cereza,4265,5118,35431556,8308
15,México,7,Amanalco,69900,Gladiola (gruesa),8,5120,972800,121600
17,Morelos,24,Tlaltizapán de Zapata,81900,Pastos y praderas en verde,320,5120,2472960,7728
7,Chiapas,102,Tuxtla Chico,85100,Rambután,475,5130,59426177,125108
14,Jalisco,18,La Barca,61200,Chile verde,140,5130,26523609,189319
12,Guerrero,32,General Heliodoro Castillo,50600,Aguacate,859,5131,51848866,60360
16,Michoacán,64,Parácuaro,82100,Pepino,295,5136,13695980,46427
13,Hidalgo,82,Zapotlán de Juárez,59200,Cebada grano,4672,5139,17846386,3820
14,Jalisco,117,Cañadas de Obregón,81900,Pastos y praderas en verde,189,5160,1803470,9542
2,Baja California,1,Ensenada,67500,Flores,596,5162,85444389,143483
8,Chihuahua,21,Delicias,87900,Sorgo forrajero en verde,136,5165,2892590,21280
11,Guanajuato,23,Pénjamo,90600,Semilla de trigo grano,1068,5169,23519496,22022
16,Michoacán,6,Apatzingán,74900,Maíz grano,1538,5177,18269119,11878
16,Michoacán,92,Tiquicheo de Nicolás Romero,74900,Maíz grano,2566,5177,18011851,7019
1,Aguascalientes,2,Asientos,59400,Cebolla,164,5178,18399721,112193
10,Durango,32,Santiago Papasquiaro,81900,Pastos y praderas en verde,95,5180,1947576,20501
13,Hidalgo,5,Ajacuba,81900,Pastos y praderas en verde,65,5198,1560440,24007
8,Chihuahua,16,La Cruz,54900,Avena forrajera en verde,153,5200,1767986,11560
16,Michoacán,44,Jiménez,88100,Sorgo grano,1680,5204,17562839,10454
10,Durango,38,Vicente Guerrero,68400,Frijol,11357,5208,46873800,4127
17,Morelos,6,Cuautla,59400,Cebolla,200,5209,22660450,113302
15,México,43,Xalatlaco,81000,Papa,205,5224,27612862,134697
5,Coahuila,10,Frontera,54900,Avena forrajera en verde,195,5225,3180711,16290
13,Hidalgo,73,Tlanchinol,57100,Café cereza,3638,5239,20169072,5544
15,México,109,Tultitlán,74700,Maíz forrajero en verde,81,5239,2031672,25082
15,México,59,Nextlalpan,54900,Avena forrajera en verde,283,5246,1357912,4798
8,Chihuahua,35,Janos,59400,Cebolla,210,5250,17587500,83750
11,Guanajuato,26,Romita,73300,Lechuga,290,5250,8942145,30835
11,Guanajuato,7,Celaya,73300,Lechuga,245,5256,12728648,51954
1,Aguascalientes,9,Tepezalá,90900,Triticale forrajero en verde,176,5265,2292328,13025
15,México,65,Otumba,59200,Cebada grano,3512,5268,19079843,5433
1,Aguascalientes,10,El Llano,74900,Maíz grano,6667,5273,17663020,2649
13,Hidalgo,9,El Arenal,51700,Alfalfa verde,62,5276,1657624,26736
13,Hidalgo,50,Progreso de Obregón,54900,Avena forrajera en verde,147,5278,683002,4646
8,Chihuahua,2,Aldama,54900,Avena forrajera en verde,307,5280,3166600,10315
10,Durango,25,San Bernardo,54900,Avena forrajera en verde,621,5280,3137640,5053
5,Coahuila,24,Parras,81000,Papa,150,5299,37851927,252346
17,Morelos,10,Jantetelco,88100,Sorgo grano,2610,5300,16715000,6404
10,Durango,14,Mezquital,74700,Maíz forrajero en verde,102,5304,2280720,22360
15,México,89,Tenango del Aire,74900,Maíz grano,1234,5311,18057876,14634
5,Coahuila,15,Juárez,87900,Sorgo forrajero en verde,225,5311,3459108,15374
7,Chiapas,117,Montecristo de Guerrero,57100,Café cereza,4196,5316,28614518,6819
11,Guanajuato,42,Valle de Santiago,75000,Semilla de maíz grano,1300,5330,66625000,51250
4,Campeche,1,Calkiní,81300,Papaya,70,5333,15956419,227949
14,Jalisco,53,Lagos de Moreno,56700,Brócoli,320,5337,27854346,87045
13,Hidalgo,41,Mixquiahuala de Juárez,63300,Coliflor,248,5338,21157382,85312
4,Campeche,5,Hecelchakán,87100,Sandía,190,5339,12093636,63651
16,Michoacán,43,Jacona,63100,Col (repollo),140,5340,13536450,96689
15,México,11,Atenco,74900,Maíz grano,1673,5340,18935530,11318
16,Michoacán,66,Pátzcuaro,74900,Maíz grano,1980,5346,15964011,8063
10,Durango,21,Peñón Blanco,87900,Sorgo forrajero en verde,346,5349,2015532,5825
8,Chihuahua,13,Casas Grandes,74900,Maíz grano,1120,5353,16241010,14501
5,Coahuila,11,General Cepeda,54900,Avena forrajera en verde,259,5353,3533251,13642
15,México,16,Axapusco,54900,Avena forrajera en verde,315,5355,1552950,4930
16,Michoacán,62,Pajacuarán,59400,Cebolla,160,5355,14144000,88400
11,Guanajuato,27,Salamanca,56700,Brócoli,407,5357,26586874,65324
13,Hidalgo,61,Tepeapulco,54900,Avena forrajera en verde,267,5367,2928125,10967
16,Michoacán,108,Zamora,68100,Frambuesa,392,5370,300454708,766466
6,Colima,1,Armería,76700,Melón,136,5372,26860000,197500
15,México,26,Chapa de Mota,54900,Avena forrajera en verde,320,5376,2795520,8736
13,Hidalgo,56,Santiago Tulantepec de Lugo Guerrero,74700,Maíz forrajero en verde,142,5382,2222683,15653
10,Durango,36,Tlahualilo,51900,Algodón hueso,1318,5390,57322593,43494
10,Durango,5,Durango,89700,Tomate rojo (jitomate),30,5400,40500000,1350000
17,Morelos,6,Cuautla,88100,Sorgo grano,2350,5405,17296000,7360
11,Guanajuato,35,Santa Cruz de Juventino Rosas,59200,Cebada grano,909,5409,19798700,21781
16,Michoacán,57,Nocupétaro,87900,Sorgo forrajero en verde,427,5410,4613499,10804
16,Michoacán,32,Erongarícuaro,50600,Aguacate,432,5413,79250714,183451
16,Michoacán,14,Coahuayana,81300,Papaya,155,5425,25527663,164695
16,Michoacán,103,Venustiano Carranza,88100,Sorgo grano,1243,5426,18341200,14756
2,Baja California,1,Ensenada,60700,Chícharo,817,5428,61297986,75074
14,Jalisco,86,Tapalpa,74900,Maíz grano,1790,5430,17989523,10050
7,Chiapas,62,Ostuacán,74900,Maíz grano,4807,5434,21191586,4409
7,Chiapas,64,Oxchuc,57100,Café cereza,1850,5437,25525979,13798
8,Chihuahua,54,Riva Palacio,87900,Sorgo forrajero en verde,518,5439,3426570,6615
7,Chiapas,4,Altamirano,57100,Café cereza,2072,5439,25536119,12324
7,Chiapas,1,Acacoyagua,80300,Palma africana o de aceite,281,5442,7759864,27664
7,Chiapas,103,Tuzantán,83900,Plátano,216,5444,9496750,43966
15,México,92,Teotihuacán,74700,Maíz forrajero en verde,96,5445,1574075,16397
16,Michoacán,108,Zamora,73300,Lechuga,199,5447,16537042,83101
15,México,4,Almoloya de Alquisiras,50600,Aguacate,498,5450,52895042,106215
15,México,68,Ozumba,89700,Tomate rojo (jitomate),205,5453,25525384,124514
16,Michoacán,73,Quiroga,74900,Maíz grano,2020,5454,16597176,8216
11,Guanajuato,3,San Miguel de Allende,53700,Apio,157,5454,23983471,152761
16,Michoacán,33,Gabriel Zamora,87900,Sorgo forrajero en verde,125,5455,1488431,11907
8,Chihuahua,7,Balleza,81900,Pastos y praderas en verde,140,5460,2472397,17632
16,Michoacán,47,Jungapeo,60500,Chayote,65,5460,14365205,221003
4,Campeche,3,Carmen,74900,Maíz grano,8726,5465,19093481,2188
14,Jalisco,42,Huejuquilla El Alto,54900,Avena forrajera en verde,270,5465,2710325,10038
15,México,21,Coatepec Harinas,70600,Guayaba,345,5472,32830200,95160
16,Michoacán,70,Purépero,63100,Col (repollo),144,5472,12585600,87400
15,México,10,Apaxco,54900,Avena forrajera en verde,320,5479,1460801,4563
1,Aguascalientes,6,Pabellón de Arteaga,81900,Pastos y praderas en verde,164,5480,2140758,13053
15,México,4,Almoloya de Alquisiras,54900,Avena forrajera en verde,306,5482,2588005,8458
13,Hidalgo,18,Chapulhuacán,74900,Maíz grano,2830,5482,18267891,6455
11,Guanajuato,23,Pénjamo,59200,Cebada grano,980,5488,20193590,20606
10,Durango,39,Nuevo Ideal,87900,Sorgo forrajero en verde,450,5490,2486970,5527
17,Morelos,25,Tlaquiltenango,74900,Maíz grano,2302,5498,17430526,7571
8,Chihuahua,19,Chihuahua,91800,Viveros (planta),1,5500,440000,440000
1,Aguascalientes,1,Aguascalientes,74900,Maíz grano,5199,5503,19194194,3692
8,Chihuahua,58,San Francisco de Conchos,54900,Avena forrajera en verde,145,5510,1928500,13300
8,Chihuahua,55,Rosales,56900,Cacahuate,1973,5512,52676503,26696
10,Durango,16,Nombre de Dios,68400,Frijol,10286,5516,49642380,4826
8,Chihuahua,2,Aldama,79600,Nuez,3083,5519,390749523,126743
4,Campeche,4,Champotón,88300,Soya,2700,5520,31851000,11797
11,Guanajuato,31,San Francisco del Rincón,89700,Tomate rojo (jitomate),28,5521,30571032,1077963
14,Jalisco,8,Arandas,51700,Alfalfa verde,60,5528,2226201,37103
11,Guanajuato,8,Manuel Doblado,50500,Agave,70,5530,17873237,255332
17,Morelos,26,Tlayacapan,89800,Tomate verde,392,5531,30307543,77335
6,Colima,7,Manzanillo,63000,Coco fruta,654,5532,13056929,19965
10,Durango,39,Nuevo Ideal,68400,Frijol,10556,5532,56548151,5357
14,Jalisco,47,Jamay,54900,Avena forrajera en verde,220,5535,2459699,11180
12,Guerrero,30,Florencio Villarreal,73900,Limón,514,5539,22022663,42846
12,Guerrero,80,Juchitán,74900,Maíz grano,1843,5541,22241732,12068
1,Aguascalientes,2,Asientos,82100,Pepino,120,5544,8324427,69370
7,Chiapas,19,Comitán de Domínguez,89700,Tomate rojo (jitomate),98,5548,37726400,384963
11,Guanajuato,5,Apaseo El Grande,81900,Pastos y praderas en verde,160,5560,2907991,18175
13,Hidalgo,33,Juárez Hidalgo,81900,Pastos y praderas en verde,230,5566,1389769,6042
10,Durango,4,Cuencamé,87900,Sorgo forrajero en verde,471,5579,2117916,4497
10,Durango,36,Tlahualilo,61300,Chile verde morrón,30,5580,82761946,2758732
5,Coahuila,7,Cuatro Ciénegas,51900,Algodón hueso,1065,5581,54131820,50828
14,Jalisco,92,Teocuitatlán de Corona,75000,Semilla de maíz grano,680,5586,21783456,32013
5,Coahuila,8,Escobedo,87900,Sorgo forrajero en verde,258,5590,2964274,11512
12,Guerrero,55,Taxco de Alarcón,74900,Maíz grano,2521,5600,22554657,8947
8,Chihuahua,28,Guadalupe,81900,Pastos y praderas en verde,200,5600,2660000,13300
11,Guanajuato,33,San Luis de La Paz,73300,Lechuga,350,5600,12048000,34423
14,Jalisco,60,Mexticacán,74700,Maíz forrajero en verde,350,5600,3064488,8756
